检测时间记录 - 1.mp4
开始时间: 2026-03-25 19:48:18.024
--------------------------------------------------------------------------------
帧号         时间戳                            检测耗时(ms)       
1242       2026-03-25 19:49:50.395        72.50          
1243       2026-03-25 19:49:50.473        77.85          
1244       2026-03-25 19:49:50.552        69.16          
1245       2026-03-25 19:49:50.624        68.63          
1246       2026-03-25 19:49:50.695        91.35          
1247       2026-03-25 19:49:50.790        68.96          
1248       2026-03-25 19:49:50.862        80.07          
1249       2026-03-25 19:49:50.945        66.20          
1250       2026-03-25 19:49:51.014        70.02          
1251       2026-03-25 19:49:51.086        65.19          
1252       2026-03-25 19:49:51.157        68.57          
1253       2026-03-25 19:49:51.228        81.94          
1254       2026-03-25 19:49:51.313        62.97          
1255       2026-03-25 19:49:51.378        63.54          
1256       2026-03-25 19:49:51.444        77.00          
1257       2026-03-25 19:49:51.522        75.73          
1258       2026-03-25 19:49:51.600        83.40          
1259       2026-03-25 19:49:51.684        76.78          
1260       2026-03-25 19:49:51.764        68.55          
1261       2026-03-25 19:49:51.834        51.91          
1262       2026-03-25 19:49:51.889        47.23          
1263       2026-03-25 19:49:51.938        59.26          
1264       2026-03-25 19:49:52.002        102.64         
1265       2026-03-25 19:49:52.107        86.53          
1266       2026-03-25 19:49:52.200        78.14          
1267       2026-03-25 19:49:52.280        75.01          
1268       2026-03-25 19:49:52.360        50.17          
1269       2026-03-25 19:49:52.412        89.35          
1270       2026-03-25 19:49:52.504        64.79          
1271       2026-03-25 19:49:52.574        62.50          
1272       2026-03-25 19:49:52.639        63.96          
1273       2026-03-25 19:49:52.706        72.23          
1274       2026-03-25 19:49:52.780        78.61          
1275       2026-03-25 19:49:52.867        77.01          
1276       2026-03-25 19:49:52.946        73.38          
1277       2026-03-25 19:49:53.022        65.19          
1278       2026-03-25 19:49:53.088        68.68          
1279       2026-03-25 19:49:53.158        61.34          
1280       2026-03-25 19:49:53.221        79.14          
1281       2026-03-25 19:49:53.302        62.21          
1282       2026-03-25 19:49:53.366        87.91          
1283       2026-03-25 19:49:53.456        75.66          
1284       2026-03-25 19:49:53.534        59.72          
1285       2026-03-25 19:49:53.595        55.63          
1286       2026-03-25 19:49:53.654        78.90          
1287       2026-03-25 19:49:53.738        70.94          
1288       2026-03-25 19:49:53.811        77.35          
1289       2026-03-25 19:49:53.893        65.38          
1290       2026-03-25 19:49:53.959        82.28          
1291       2026-03-25 19:49:54.045        59.83          
1292       2026-03-25 19:49:54.106        84.64          
1293       2026-03-25 19:49:54.195        89.72          
1294       2026-03-25 19:49:54.288        71.66          
1295       2026-03-25 19:49:54.361        67.73          
1296       2026-03-25 19:49:54.433        59.79          
1297       2026-03-25 19:49:54.494        78.22          
1298       2026-03-25 19:49:54.574        75.19          
1299       2026-03-25 19:49:54.650        81.39          
1300       2026-03-25 19:49:54.734        54.48          
1301       2026-03-25 19:49:54.790        62.08          
1302       2026-03-25 19:49:54.860        67.05          
1303       2026-03-25 19:49:54.930        58.34          
1304       2026-03-25 19:49:54.991        69.87          
1305       2026-03-25 19:49:55.062        70.43          
1306       2026-03-25 19:49:55.135        58.00          
1307       2026-03-25 19:49:55.194        83.17          
1308       2026-03-25 19:49:55.280        77.39          
1309       2026-03-25 19:49:55.361        52.28          
1310       2026-03-25 19:49:55.416        83.98          
1311       2026-03-25 19:49:55.501        90.55          
1312       2026-03-25 19:49:55.596        84.00          
1313       2026-03-25 19:49:55.683        67.65          
1314       2026-03-25 19:49:55.756        64.91          
1315       2026-03-25 19:49:55.823        102.14         
1316       2026-03-25 19:49:55.928        77.51          
1317       2026-03-25 19:49:56.007        71.44          
1318       2026-03-25 19:49:56.080        69.74          
1319       2026-03-25 19:49:56.151        62.81          
1320       2026-03-25 19:49:56.216        70.75          
1321       2026-03-25 19:49:56.290        90.09          
1322       2026-03-25 19:49:56.382        67.64          
1323       2026-03-25 19:49:56.452        87.19          
1324       2026-03-25 19:49:56.542        71.01          
1325       2026-03-25 19:49:56.619        58.48          
1326       2026-03-25 19:49:56.683        79.45          
1327       2026-03-25 19:49:56.764        88.15          
1328       2026-03-25 19:49:56.854        63.69          
1329       2026-03-25 19:49:56.919        49.22          
1330       2026-03-25 19:49:56.971        71.17          
1331       2026-03-25 19:49:57.046        100.95         
1332       2026-03-25 19:49:57.148        83.18          
1333       2026-03-25 19:49:57.236        71.37          
1334       2026-03-25 19:49:57.310        69.84          
1335       2026-03-25 19:49:57.385        101.51         
1336       2026-03-25 19:49:57.491        67.59          
1337       2026-03-25 19:49:57.560        77.37          
1338       2026-03-25 19:49:57.640        82.89          
1339       2026-03-25 19:49:57.724        72.70          
1340       2026-03-25 19:49:57.800        66.10          
1341       2026-03-25 19:49:57.868        79.35          
1342       2026-03-25 19:49:57.948        75.85          
1343       2026-03-25 19:49:58.026        57.98          
1344       2026-03-25 19:49:58.086        74.52          
1345       2026-03-25 19:49:58.164        85.52          
1346       2026-03-25 19:49:58.252        84.58          
1347       2026-03-25 19:49:58.339        62.03          
1348       2026-03-25 19:49:58.404        84.62          
1349       2026-03-25 19:49:58.496        71.22          
1350       2026-03-25 19:49:58.569        70.22          
1351       2026-03-25 19:49:58.641        77.48          
1352       2026-03-25 19:49:58.720        75.49          
1353       2026-03-25 19:49:58.800        59.40          
1354       2026-03-25 19:49:58.864        81.85          
1355       2026-03-25 19:49:58.953        73.10          
1356       2026-03-25 19:49:59.027        115.23         
1357       2026-03-25 19:49:59.146        68.61          
1358       2026-03-25 19:49:59.218        60.81          
1359       2026-03-25 19:49:59.281        76.47          
1360       2026-03-25 19:49:59.365        91.10          
1361       2026-03-25 19:49:59.462        59.06          
1362       2026-03-25 19:49:59.523        76.67          
1363       2026-03-25 19:49:59.601        88.56          
1364       2026-03-25 19:49:59.695        68.88          
1365       2026-03-25 19:49:59.766        69.99          
1366       2026-03-25 19:49:59.838        79.82          
1367       2026-03-25 19:49:59.920        52.80          
1368       2026-03-25 19:49:59.978        67.50          
1369       2026-03-25 19:50:00.048        81.44          
1370       2026-03-25 19:50:00.132        70.01          
1371       2026-03-25 19:50:00.203        78.65          
1372       2026-03-25 19:50:00.285        60.21          
1373       2026-03-25 19:50:00.347        63.11          
1374       2026-03-25 19:50:00.419        77.55          
1375       2026-03-25 19:50:00.500        80.70          
1376       2026-03-25 19:50:00.583        68.36          
1377       2026-03-25 19:50:00.654        75.53          
1378       2026-03-25 19:50:00.735        71.71          
1379       2026-03-25 19:50:00.811        99.69          
1380       2026-03-25 19:50:00.916        68.21          
1381       2026-03-25 19:50:00.989        62.39          
1382       2026-03-25 19:50:01.054        67.40          
1383       2026-03-25 19:50:01.123        56.22          
1384       2026-03-25 19:50:01.181        80.48          
1385       2026-03-25 19:50:01.264        61.04          
1386       2026-03-25 19:50:01.327        82.75          
1387       2026-03-25 19:50:01.412        71.02          
1388       2026-03-25 19:50:01.487        72.68          
1389       2026-03-25 19:50:01.565        40.87          
1390       2026-03-25 19:50:01.607        84.68          
1391       2026-03-25 19:50:01.693        79.51          
1392       2026-03-25 19:50:01.774        53.88          
1393       2026-03-25 19:50:01.830        92.05          
1394       2026-03-25 19:50:01.924        70.71          
1395       2026-03-25 19:50:01.996        77.31          
1396       2026-03-25 19:50:02.075        77.86          
1397       2026-03-25 19:50:02.157        65.17          
1398       2026-03-25 19:50:02.223        84.46          
1399       2026-03-25 19:50:02.310        83.63          
1400       2026-03-25 19:50:02.397        69.12          
1401       2026-03-25 19:50:02.470        104.82         
1402       2026-03-25 19:50:02.577        76.90          
1403       2026-03-25 19:50:02.658        95.18          
1404       2026-03-25 19:50:02.758        63.13          
1405       2026-03-25 19:50:02.823        56.55          
1406       2026-03-25 19:50:02.885        106.14         
1407       2026-03-25 19:50:03.001        71.52          
1408       2026-03-25 19:50:03.076        94.07          
1409       2026-03-25 19:50:03.172        84.68          
1410       2026-03-25 19:50:03.262        50.99          
1411       2026-03-25 19:50:03.317        61.35          
1412       2026-03-25 19:50:03.381        91.61          
1413       2026-03-25 19:50:03.479        78.35          
1414       2026-03-25 19:50:03.559        84.48          
1415       2026-03-25 19:50:03.646        89.18          
1416       2026-03-25 19:50:03.746        65.87          
1417       2026-03-25 19:50:03.814        64.98          
1418       2026-03-25 19:50:03.881        45.64          
1419       2026-03-25 19:50:03.931        45.16          
1420       2026-03-25 19:50:03.977        75.66          
1421       2026-03-25 19:50:04.059        95.70          
1422       2026-03-25 19:50:04.157        66.49          
1423       2026-03-25 19:50:04.229        72.85          
1424       2026-03-25 19:50:04.304        66.87          
1425       2026-03-25 19:50:04.373        82.91          
1426       2026-03-25 19:50:04.458        70.29          
1427       2026-03-25 19:50:04.530        87.14          
1428       2026-03-25 19:50:04.624        67.01          
1429       2026-03-25 19:50:04.693        59.23          
1430       2026-03-25 19:50:04.754        86.72          
1431       2026-03-25 19:50:04.847        51.65          
1432       2026-03-25 19:50:04.900        75.64          
1433       2026-03-25 19:50:04.977        65.97          
1434       2026-03-25 19:50:05.046        70.71          
1435       2026-03-25 19:50:05.120        70.64          
1436       2026-03-25 19:50:05.198        51.99          
1437       2026-03-25 19:50:05.253        66.16          
1438       2026-03-25 19:50:05.328        93.18          
1439       2026-03-25 19:50:05.423        66.22          
1440       2026-03-25 19:50:05.492        97.57          
1441       2026-03-25 19:50:05.593        70.04          
1442       2026-03-25 19:50:05.667        57.03          
1443       2026-03-25 19:50:05.725        73.37          
1444       2026-03-25 19:50:05.803        65.96          
1445       2026-03-25 19:50:05.871        69.95          
1446       2026-03-25 19:50:05.943        98.50          
1447       2026-03-25 19:50:06.045        78.64          
1448       2026-03-25 19:50:06.125        45.48          
1449       2026-03-25 19:50:06.174        64.34          
1450       2026-03-25 19:50:06.240        89.11          
1451       2026-03-25 19:50:06.340        77.03          
1452       2026-03-25 19:50:06.418        78.35          
1453       2026-03-25 19:50:06.498        68.10          
1454       2026-03-25 19:50:06.568        70.23          
1455       2026-03-25 19:50:06.642        100.28         
1456       2026-03-25 19:50:06.744        62.89          
1457       2026-03-25 19:50:06.810        51.77          
1458       2026-03-25 19:50:06.863        59.13          
1459       2026-03-25 19:50:06.925        77.13          
1460       2026-03-25 19:50:07.006        109.48         
1461       2026-03-25 19:50:07.118        52.29          
1462       2026-03-25 19:50:07.173        82.57          
1463       2026-03-25 19:50:07.259        45.10          
1464       2026-03-25 19:50:07.306        73.06          
1465       2026-03-25 19:50:07.383        74.44          
1466       2026-03-25 19:50:07.460        76.82          
1467       2026-03-25 19:50:07.542        70.67          
1468       2026-03-25 19:50:07.614        79.58          
1469       2026-03-25 19:50:07.698        57.49          
1470       2026-03-25 19:50:07.757        55.10          
1471       2026-03-25 19:50:07.816        74.77          
1472       2026-03-25 19:50:07.892        50.52          
1473       2026-03-25 19:50:07.944        59.47          
1474       2026-03-25 19:50:08.015        62.08          
1475       2026-03-25 19:50:08.079        61.87          
1476       2026-03-25 19:50:08.144        60.97          
1477       2026-03-25 19:50:08.211        57.44          
1478       2026-03-25 19:50:08.269        72.29          
1479       2026-03-25 19:50:08.346        74.70          
1480       2026-03-25 19:50:08.422        80.02          
1481       2026-03-25 19:50:08.506        57.13          
1482       2026-03-25 19:50:08.566        66.79          
1483       2026-03-25 19:50:08.636        82.45          
1484       2026-03-25 19:50:08.721        73.65          
1485       2026-03-25 19:50:08.798        70.80          
1486       2026-03-25 19:50:08.872        96.42          
1487       2026-03-25 19:50:08.971        73.44          
1488       2026-03-25 19:50:09.050        88.73          
1489       2026-03-25 19:50:09.146        87.09          
1490       2026-03-25 19:50:09.234        77.06          
1491       2026-03-25 19:50:09.313        71.09          
1492       2026-03-25 19:50:09.387        42.18          
1493       2026-03-25 19:50:09.432        97.65          
1494       2026-03-25 19:50:09.533        79.18          
1495       2026-03-25 19:50:09.614        65.35          
1496       2026-03-25 19:50:09.683        72.29          
1497       2026-03-25 19:50:09.758        71.49          
1498       2026-03-25 19:50:09.830        56.35          
1499       2026-03-25 19:50:09.888        81.57          
1500       2026-03-25 19:50:09.973        75.76          
1501       2026-03-25 19:50:10.050        82.82          
1502       2026-03-25 19:50:10.135        70.96          
1503       2026-03-25 19:50:10.208        87.61          
1504       2026-03-25 19:50:10.297        72.55          
1505       2026-03-25 19:50:10.373        75.86          
1506       2026-03-25 19:50:10.453        78.09          
1507       2026-03-25 19:50:10.533        49.76          
1508       2026-03-25 19:50:10.586        81.55          
1509       2026-03-25 19:50:10.673        64.72          
1510       2026-03-25 19:50:10.742        81.44          
1511       2026-03-25 19:50:10.825        64.62          
1512       2026-03-25 19:50:10.892        85.41          
1513       2026-03-25 19:50:10.980        63.25          
1514       2026-03-25 19:50:11.046        54.14          
1515       2026-03-25 19:50:11.102        86.99          
1516       2026-03-25 19:50:11.193        72.99          
1517       2026-03-25 19:50:11.268        70.97          
1518       2026-03-25 19:50:11.341        70.42          
1519       2026-03-25 19:50:11.414        54.54          
1520       2026-03-25 19:50:11.473        48.97          
1521       2026-03-25 19:50:11.527        80.78          
1522       2026-03-25 19:50:11.609        74.71          
1523       2026-03-25 19:50:11.685        71.26          
1524       2026-03-25 19:50:11.757        72.68          
1525       2026-03-25 19:50:11.836        74.84          
1526       2026-03-25 19:50:11.912        68.56          
1527       2026-03-25 19:50:11.986        56.54          
1528       2026-03-25 19:50:12.045        68.94          
1529       2026-03-25 19:50:12.118        48.30          
1530       2026-03-25 19:50:12.168        98.96          
1531       2026-03-25 19:50:12.270        83.47          
1532       2026-03-25 19:50:12.356        56.80          
1533       2026-03-25 19:50:12.416        69.17          
1534       2026-03-25 19:50:12.486        89.59          
1535       2026-03-25 19:50:12.577        70.14          
1536       2026-03-25 19:50:12.649        97.93          
1537       2026-03-25 19:50:12.750        65.25          
1538       2026-03-25 19:50:12.818        83.76          
1539       2026-03-25 19:50:12.905        81.25          
1540       2026-03-25 19:50:12.991        66.66          
1541       2026-03-25 19:50:13.064        66.60          
1542       2026-03-25 19:50:13.132        56.38          
1543       2026-03-25 19:50:13.190        67.01          
1544       2026-03-25 19:50:13.260        82.19          
1545       2026-03-25 19:50:13.345        70.98          
1546       2026-03-25 19:50:13.418        59.46          
1547       2026-03-25 19:50:13.485        88.53          
1548       2026-03-25 19:50:13.577        93.92          
1549       2026-03-25 19:50:13.675        64.32          
1550       2026-03-25 19:50:13.742        69.31          
1551       2026-03-25 19:50:13.814        55.25          
1552       2026-03-25 19:50:13.872        81.80          
1553       2026-03-25 19:50:13.958        51.22          
1554       2026-03-25 19:50:14.010        65.22          
1555       2026-03-25 19:50:14.083        77.46          
1556       2026-03-25 19:50:14.163        79.20          
1557       2026-03-25 19:50:14.243        61.01          
1558       2026-03-25 19:50:14.307        76.99          
1559       2026-03-25 19:50:14.388        58.58          
1560       2026-03-25 19:50:14.450        104.17         
1561       2026-03-25 19:50:14.555        67.90          
1562       2026-03-25 19:50:14.626        63.02          
1563       2026-03-25 19:50:14.691        67.06          
1564       2026-03-25 19:50:14.760        54.00          
1565       2026-03-25 19:50:14.817        59.76          
1566       2026-03-25 19:50:14.881        49.93          
1567       2026-03-25 19:50:14.933        62.53          
1568       2026-03-25 19:50:14.997        39.59          
1569       2026-03-25 19:50:15.042        60.16          
1570       2026-03-25 19:50:15.103        78.33          
1571       2026-03-25 19:50:15.183        62.61          
1572       2026-03-25 19:50:15.248        59.23          
1573       2026-03-25 19:50:15.309        71.03          
1574       2026-03-25 19:50:15.389        63.91          
1575       2026-03-25 19:50:15.454        74.29          
1576       2026-03-25 19:50:15.530        62.27          
1577       2026-03-25 19:50:15.595        65.12          
1578       2026-03-25 19:50:15.661        84.59          
1579       2026-03-25 19:50:15.748        55.90          
1580       2026-03-25 19:50:15.807        69.54          
1581       2026-03-25 19:50:15.878        70.71          
1582       2026-03-25 19:50:15.952        58.02          
1583       2026-03-25 19:50:16.014        70.64          
1584       2026-03-25 19:50:16.094        42.82          
1585       2026-03-25 19:50:16.142        79.14          
1586       2026-03-25 19:50:16.222        66.05          
1587       2026-03-25 19:50:16.290        59.99          
1588       2026-03-25 19:50:16.359        52.69          
1589       2026-03-25 19:50:16.415        89.60          
1590       2026-03-25 19:50:16.511        93.89          
1591       2026-03-25 19:50:16.606        64.74          
1592       2026-03-25 19:50:16.673        66.10          
1593       2026-03-25 19:50:16.745        71.22          
1594       2026-03-25 19:50:16.819        86.19          
1595       2026-03-25 19:50:16.909        81.91          
1596       2026-03-25 19:50:16.995        52.83          
1597       2026-03-25 19:50:17.060        40.78          
1598       2026-03-25 19:50:17.104        79.13          
1599       2026-03-25 19:50:17.189        72.25          
1600       2026-03-25 19:50:17.265        70.36          
1601       2026-03-25 19:50:17.340        64.09          
1602       2026-03-25 19:50:17.406        62.26          
1603       2026-03-25 19:50:17.469        67.01          
1604       2026-03-25 19:50:17.539        60.73          
1605       2026-03-25 19:50:17.602        57.12          
1606       2026-03-25 19:50:17.667        49.31          
1607       2026-03-25 19:50:17.719        50.23          
1608       2026-03-25 19:50:17.770        65.02          
1609       2026-03-25 19:50:17.836        99.82          
1610       2026-03-25 19:50:17.937        95.11          
1611       2026-03-25 19:50:18.034        65.80          
1612       2026-03-25 19:50:18.101        94.55          
1613       2026-03-25 19:50:18.197        84.53          
1614       2026-03-25 19:50:18.284        65.97          
1615       2026-03-25 19:50:18.360        62.57          
1616       2026-03-25 19:50:18.428        86.39          
1617       2026-03-25 19:50:18.516        83.36          
1618       2026-03-25 19:50:18.601        67.96          
1619       2026-03-25 19:50:18.672        49.33          
1620       2026-03-25 19:50:18.723        67.31          
1621       2026-03-25 19:50:18.793        90.35          
1622       2026-03-25 19:50:18.888        67.80          
1623       2026-03-25 19:50:18.958        70.91          
1624       2026-03-25 19:50:19.032        64.83          
1625       2026-03-25 19:50:19.099        59.91          
1626       2026-03-25 19:50:19.163        63.14          
1627       2026-03-25 19:50:19.234        67.15          
1628       2026-03-25 19:50:19.304        44.57          
1629       2026-03-25 19:50:19.351        92.27          
1630       2026-03-25 19:50:19.446        57.02          
1631       2026-03-25 19:50:19.504        67.86          
1632       2026-03-25 19:50:19.585        62.74          
1633       2026-03-25 19:50:19.650        82.59          
1634       2026-03-25 19:50:19.734        81.72          
1635       2026-03-25 19:50:19.817        70.31          
1636       2026-03-25 19:50:19.889        53.50          
1637       2026-03-25 19:50:19.946        64.69          
1638       2026-03-25 19:50:20.012        71.47          
1639       2026-03-25 19:50:20.086        62.14          
1640       2026-03-25 19:50:20.153        55.60          
1641       2026-03-25 19:50:20.211        83.39          
1642       2026-03-25 19:50:20.298        76.03          
1643       2026-03-25 19:50:20.377        59.62          
1644       2026-03-25 19:50:20.438        83.01          
1645       2026-03-25 19:50:20.525        73.47          
1646       2026-03-25 19:50:20.601        55.61          
1647       2026-03-25 19:50:20.661        72.95          
1648       2026-03-25 19:50:20.736        54.03          
1649       2026-03-25 19:50:20.793        78.48          
1650       2026-03-25 19:50:20.873        82.86          
1651       2026-03-25 19:50:20.959        73.09          
1652       2026-03-25 19:50:21.033        65.87          
1653       2026-03-25 19:50:21.101        44.85          
1654       2026-03-25 19:50:21.147        68.97          
1655       2026-03-25 19:50:21.220        74.24          
1656       2026-03-25 19:50:21.297        66.03          
1657       2026-03-25 19:50:21.365        67.58          
1658       2026-03-25 19:50:21.435        60.59          
1659       2026-03-25 19:50:21.497        80.80          
1660       2026-03-25 19:50:21.582        60.63          
1661       2026-03-25 19:50:21.644        86.20          
1662       2026-03-25 19:50:21.732        79.82          
1663       2026-03-25 19:50:21.814        90.92          
1664       2026-03-25 19:50:21.909        85.01          
1665       2026-03-25 19:50:21.996        69.03          
1666       2026-03-25 19:50:22.068        54.60          
1667       2026-03-25 19:50:22.124        61.73          
1668       2026-03-25 19:50:22.191        60.93          
1669       2026-03-25 19:50:22.254        49.84          
1670       2026-03-25 19:50:22.308        91.45          
1671       2026-03-25 19:50:22.407        62.68          
1672       2026-03-25 19:50:22.471        68.45          
1673       2026-03-25 19:50:22.542        74.05          
1674       2026-03-25 19:50:22.619        72.25          
1675       2026-03-25 19:50:22.693        52.34          
1676       2026-03-25 19:50:22.747        80.22          
1677       2026-03-25 19:50:22.834        71.64          
1678       2026-03-25 19:50:22.908        58.87          
1679       2026-03-25 19:50:22.971        46.54          
1680       2026-03-25 19:50:23.020        81.10          
1681       2026-03-25 19:50:23.104        77.76          
1682       2026-03-25 19:50:23.183        63.35          
1683       2026-03-25 19:50:23.248        47.13          
1684       2026-03-25 19:50:23.301        71.20          
1685       2026-03-25 19:50:23.376        74.53          
1686       2026-03-25 19:50:23.452        83.45          
1687       2026-03-25 19:50:23.537        75.25          
1688       2026-03-25 19:50:23.616        72.74          
1689       2026-03-25 19:50:23.691        74.66          
1690       2026-03-25 19:50:23.767        55.60          
1691       2026-03-25 19:50:23.825        94.40          
1692       2026-03-25 19:50:23.921        58.22          
1693       2026-03-25 19:50:23.981        68.17          
1694       2026-03-25 19:50:24.051        61.03          
1695       2026-03-25 19:50:24.115        64.38          
1696       2026-03-25 19:50:24.183        76.54          
1697       2026-03-25 19:50:24.262        97.19          
1698       2026-03-25 19:50:24.361        74.88          
1699       2026-03-25 19:50:24.437        62.50          
1700       2026-03-25 19:50:24.502        59.12          
1701       2026-03-25 19:50:24.563        79.08          
1702       2026-03-25 19:50:24.647        69.97          
1703       2026-03-25 19:50:24.718        71.47          
1704       2026-03-25 19:50:24.791        79.73          
1705       2026-03-25 19:50:24.873        54.82          
1706       2026-03-25 19:50:24.930        93.23          
1707       2026-03-25 19:50:25.032        64.94          
1708       2026-03-25 19:50:25.100        63.57          
1709       2026-03-25 19:50:25.165        58.36          
1710       2026-03-25 19:50:25.225        58.60          
1711       2026-03-25 19:50:25.287        83.66          
1712       2026-03-25 19:50:25.372        84.06          
1713       2026-03-25 19:50:25.462        59.01          
1714       2026-03-25 19:50:25.522        85.46          
1715       2026-03-25 19:50:25.613        128.39         
1716       2026-03-25 19:50:25.744        54.60          
1717       2026-03-25 19:50:25.810        50.12          
1718       2026-03-25 19:50:25.863        53.95          
1719       2026-03-25 19:50:25.918        94.20          
1720       2026-03-25 19:50:26.016        79.66          
1721       2026-03-25 19:50:26.099        81.78          
1722       2026-03-25 19:50:26.184        57.77          
1723       2026-03-25 19:50:26.244        59.94          
1724       2026-03-25 19:50:26.306        84.29          
1725       2026-03-25 19:50:26.393        74.61          
1726       2026-03-25 19:50:26.469        80.34          
1727       2026-03-25 19:50:26.554        86.73          
1728       2026-03-25 19:50:26.645        79.46          
1729       2026-03-25 19:50:26.730        81.26          
1730       2026-03-25 19:50:26.812        66.15          
1731       2026-03-25 19:50:26.882        70.86          
1732       2026-03-25 19:50:26.955        77.78          
1733       2026-03-25 19:50:27.035        81.09          
1734       2026-03-25 19:50:27.118        77.75          
1735       2026-03-25 19:50:27.197        68.48          
1736       2026-03-25 19:50:27.269        78.93          
1737       2026-03-25 19:50:27.350        72.00          
1738       2026-03-25 19:50:27.425        36.90          
1739       2026-03-25 19:50:27.464        49.63          
1740       2026-03-25 19:50:27.518        80.14          
1741       2026-03-25 19:50:27.600        76.07          
1742       2026-03-25 19:50:27.678        72.06          
1743       2026-03-25 19:50:27.754        74.88          
1744       2026-03-25 19:50:27.834        88.07          
1745       2026-03-25 19:50:27.926        71.04          
1746       2026-03-25 19:50:27.998        63.76          
1747       2026-03-25 19:50:28.063        95.40          
1748       2026-03-25 19:50:28.161        76.37          
1749       2026-03-25 19:50:28.239        70.42          
1750       2026-03-25 19:50:28.313        62.14          
1751       2026-03-25 19:50:28.378        61.01          
1752       2026-03-25 19:50:28.444        71.27          
1753       2026-03-25 19:50:28.518        75.76          
1754       2026-03-25 19:50:28.596        51.52          
1755       2026-03-25 19:50:28.651        56.43          
1756       2026-03-25 19:50:28.710        63.87          
1757       2026-03-25 19:50:28.783        66.00          
1758       2026-03-25 19:50:28.850        65.80          
1759       2026-03-25 19:50:28.919        60.26          
1760       2026-03-25 19:50:28.981        66.76          
1761       2026-03-25 19:50:29.050        60.23          
1762       2026-03-25 19:50:29.111        40.49          
1763       2026-03-25 19:50:29.156        61.04          
1764       2026-03-25 19:50:29.221        77.00          
1765       2026-03-25 19:50:29.299        70.86          
1766       2026-03-25 19:50:29.372        67.36          
1767       2026-03-25 19:50:29.447        56.82          
1768       2026-03-25 19:50:29.516        105.94         
1769       2026-03-25 19:50:29.628        56.87          
1770       2026-03-25 19:50:29.686        73.14          
1771       2026-03-25 19:50:29.761        85.76          
1772       2026-03-25 19:50:29.849        82.03          
1773       2026-03-25 19:50:29.932        61.11          
1774       2026-03-25 19:50:29.997        60.56          
1775       2026-03-25 19:50:30.060        77.18          
1776       2026-03-25 19:50:30.140        88.83          
1777       2026-03-25 19:50:30.234        79.73          
1778       2026-03-25 19:50:30.317        85.97          
1779       2026-03-25 19:50:30.405        86.58          
1780       2026-03-25 19:50:30.496        62.67          
1781       2026-03-25 19:50:30.560        66.68          
1782       2026-03-25 19:50:30.632        78.78          
1783       2026-03-25 19:50:30.714        94.38          
1784       2026-03-25 19:50:30.813        67.46          
1785       2026-03-25 19:50:30.884        62.76          
1786       2026-03-25 19:50:30.948        80.10          
1787       2026-03-25 19:50:31.030        88.46          
1788       2026-03-25 19:50:31.125        63.07          
1789       2026-03-25 19:50:31.190        84.37          
1790       2026-03-25 19:50:31.277        79.97          
1791       2026-03-25 19:50:31.359        68.19          
1792       2026-03-25 19:50:31.429        93.31          
1793       2026-03-25 19:50:31.528        88.58          
1794       2026-03-25 19:50:31.620        64.61          
1795       2026-03-25 19:50:31.689        87.27          
1796       2026-03-25 19:50:31.780        58.47          
1797       2026-03-25 19:50:31.841        68.25          
1798       2026-03-25 19:50:31.911        86.61          
1799       2026-03-25 19:50:32.000        67.34          
1800       2026-03-25 19:50:32.068        67.79          
1801       2026-03-25 19:50:32.139        89.02          
1802       2026-03-25 19:50:32.232        71.94          
1803       2026-03-25 19:50:32.308        92.24          
1804       2026-03-25 19:50:32.402        78.57          
1805       2026-03-25 19:50:32.482        67.17          
1806       2026-03-25 19:50:32.553        98.05          
1807       2026-03-25 19:50:32.654        86.25          
1808       2026-03-25 19:50:32.744        87.09          
1809       2026-03-25 19:50:32.835        80.30          
1810       2026-03-25 19:50:32.921        75.02          
1811       2026-03-25 19:50:32.998        64.93          
1812       2026-03-25 19:50:33.064        87.09          
1813       2026-03-25 19:50:33.155        113.82         
1814       2026-03-25 19:50:33.272        70.95          
1815       2026-03-25 19:50:33.345        44.61          
1816       2026-03-25 19:50:33.391        74.67          
1817       2026-03-25 19:50:33.468        66.32          
1818       2026-03-25 19:50:33.536        90.75          
1819       2026-03-25 19:50:33.630        66.63          
1820       2026-03-25 19:50:33.701        106.97         
1821       2026-03-25 19:50:33.810        62.64          
1822       2026-03-25 19:50:33.877        69.28          
1823       2026-03-25 19:50:33.948        54.92          
1824       2026-03-25 19:50:34.006        62.90          
1825       2026-03-25 19:50:34.072        60.36          
1826       2026-03-25 19:50:34.137        74.08          
1827       2026-03-25 19:50:34.213        43.69          
1828       2026-03-25 19:50:34.258        56.53          
1829       2026-03-25 19:50:34.318        106.51         
1830       2026-03-25 19:50:34.428        91.02          
1831       2026-03-25 19:50:34.520        53.46          
1832       2026-03-25 19:50:34.578        77.06          
1833       2026-03-25 19:50:34.656        65.52          
1834       2026-03-25 19:50:34.724        51.56          
1835       2026-03-25 19:50:34.779        76.26          
1836       2026-03-25 19:50:34.862        58.36          
1837       2026-03-25 19:50:34.923        74.62          
1838       2026-03-25 19:50:35.005        31.19          
1839       2026-03-25 19:50:35.038        79.64          
1840       2026-03-25 19:50:35.121        73.20          
1841       2026-03-25 19:50:35.198        56.48          
1842       2026-03-25 19:50:35.256        68.82          
1843       2026-03-25 19:50:35.326        67.23          
1844       2026-03-25 19:50:35.399        132.44         
1845       2026-03-25 19:50:35.533        70.65          
1846       2026-03-25 19:50:35.606        82.86          
